number,sentence
12018,매니토바
12019,깨야해이런
12020,거무튀튀가
12021,꽂혀서
12022,감수성에
12023,가능하다는
12024,어쩔수없자나
12025,와....
12026,사이
12027,관이냐
12028,신박한
12029,출산
12030,동
12031,필수라
12032,욕하는게
12033,나랑
12034,구분인지
12035,있었지
12036,사실을
12037,관상은
12038,배달의민족에서
12039,오유에
12040,만만찮아얼마전에
12041,치료제
12042,웃음거리로
12043,안하냐
12044,제를
12045,하더라도
12046,못하다고
12047,보고해도
12048,감각부터
12049,뛰어왔는데
12050,도출될
12051,위다.
12052,막가자는거지
12053,날아감
12054,만은
12055,데려와
12056,냉찌꺼기
12057,창녀
12058,전쟁
12059,옹호해
12060,인터뷰
12061,ㄷㄷ;;K9
12062,얘기했고
12063,땟놈은
12064,하더라도경사
12065,한마디할수도
12066,개노답이
12067,갈사람은
12068,싫다고
12069,...건강챙겨서
12070,덮였네.
12071,본인은
12072,하면됨
12073,내가죽더라도
12074,사람없다
12075,구별법이나
12076,기분풀어
12077,모습으로
12078,시베리아인데
12079,더러운
12080,지혼자
12081,빈다!
12082,그랬음.
12083,개씨발년
12084,발광할걸?특히
12085,진상들
12086,응금실에서
12087,분들이
12088,은근히
12089,개추억이네ㅋㅋㅋ
12090,뜯어가야
12091,라면은
12092,집행유예로
12093,자생단은
12094,있겠냐.그저
12095,"위해,"
12096,아무말
12097,억울한
12098,쿠퍼
12099,넘어온다
12100,까는게
12101,느껴진다
12102,준틀딱이라
12103,좌파라고
12104,행위임
12105,처넌이더라
12106,다니기
12107,맘대로
12108,사람이쉽게
12109,모노노케
12110,할짓많아서
12111,아침에
12112,들리더라...
12113,손모가지
12114,서울에서
12115,푸짐하던데
12116,안나오면
12117,비정상임?매번
12118,방치된
12119,트럼프가
12120,헛소리고
12121,안에다
12122,옛날에
12123,이럴수는
12124,왔어?
12125,몰랐다는데
12126,다보고
12127,반접어서
12128,주식안함
12129,당한거아님?ㅋㅋ
12130,오브
12131,나타났네
12132,LTV
12133,표라도
12134,재앙이한건햇노
12135,일베틀어져있으면
12136,쳐먹어야
12137,4쿼터에
12138,대로
12139,지지는거밖에
12140,이혼충
12141,공공요금
12142,시범
12143,돈이지.
12144,수사처를
12145,이재명이
12146,이래라저래라
12147,사형이노...
12148,끔찍하고
12149,예지누나
12150,기적입니다.
12151,안살았다고
12152,땡긴다해도
12153,ilbe비번이
12154,포기함
12155,흑수저로
12156,아니나
12157,보는데지기싫어서?
12158,예정으로
12159,뭐뭐
12160,평가한
12161,무선시업부라고?
12162,만져보고
12163,고유정
12164,바뀐게
12165,유교문화
12166,들어가는건
12167,자신의
12168,CC
12169,오옹
12170,짓이고
12171,어려우니
12172,해달라고
12173,포프라묵
12174,어딘지도모르고
12175,사법당국이
12176,주
12177,이제와서
12178,그건.
12179,유시민과
12180,신사적으로
12181,지도에서
12182,"이뤄지는건데,"
12183,들어가면
12184,문제임ㅋㅋㅋㅋㅋ
12185,만나서
12186,끝났나보네
12187,가능할걸
12188,떨듯즐길건
12189,주차장에서
12190,농사
12191,유행임?
12192,보이노
12193,2호차들
12194,있어서
12195,제압가능
12196,정신병자
12197,종특인데
12198,자체로
12199,다니세요
12200,좆같은문자랑
12201,탈조센함
12202,사는곳으로
12203,제출한거
12204,하지말아달라고
12205,벤더에서도
12206,찾아보니깐
12207,약해~~~~~
12208,우리보다
12209,믿기가
12210,3-4번의
12211,리포트를
12212,이걸로는
12213,권영진
12214,튀어나왔지;
12215,발목잡는다!
12216,협조
12217,보면된다.
12218,https://www.google.co.kr/amp/www.donga.com/news/amp/all/20190625/96168051/1선동이다
12219,확률로
12220,최상급.
12221,니같은거
12222,바뀌어버림.
12223,니새끼가하는건
12224,당시의
12225,순천출신
12226,벌어와
12227,3500불
12228,직모는
12229,사법경찰관만
12230,남평문씨
12231,중국에서
12232,봤는데
12233,피곤하다
12234,주장할수잇는거지.마치
12235,빤스런
12236,참
12237,말이야...공포신문
12238,사범대도
12239,진정성있는
12240,좌파정부가
12241,용접공으로썬
12242,다음글예상
12243,미안한데
12244,모자란년인거
12245,완치
12246,이해가
12247,일본인들도
12248,압수한게
12249,좌반구에
12250,옥상
12251,완장을
12252,진영에서
12253,성공했나
12254,세상사는게
12255,강간범이라니...
12256,순경의
12257,훈련
12258,있다가
12259,메퇘지년들한테
12260,놀랍다
12261,차분하신거
12262,눈
12263,하긴
12264,베댓
12265,상상이상으로
12266,선택적
12267,소개시켜달라고
12268,280원
12269,동거도
12270,할려면
12271,PC가
12272,욕
12273,투자하냐??
12274,교회가지마라
12275,거다.
12276,안전거리미확보로
12277,헬스장은
12278,ㅅㅌㅊ
12279,키워라...
12280,제대러
12281,스탯
12282,남았다는거지?
12283,했다.예수님이
12284,극복했다는
12285,거리는
12286,닥쳐
12287,지휘하에
12288,대한민국
12289,윤짜장
12290,낳은
12291,먹음
12292,래미안이라고
12293,나뉘는데여기서
12294,채워넣어라
12295,가진
12296,밟혀봐야
12297,조선족
12298,몸신혀쓰것구먼.
12299,개또라이년맞으니까
12300,필요없으니
12301,뛰어라
12302,유래했는지
12303,스쿼트할때도
12304,하..
12305,일본이군요
12306,비파형동검
12307,쓰니깐
12308,필요없다는의견도있고
12309,학벌로
12310,화려한
12311,+일뽕역갤사회부적응자
12312,넷마블
12313,빠름요
12314,사냐.
12315,롱런이
12316,비등했던
12317,업데이트?
12318,해외에서
12319,않지
12320,핸드폰으로
12321,중금속
12322,신천지
12323,으휴
12324,아님한가족
12325,2.5
12326,7등급을
12327,걸로
12328,공권력이
12329,건너는건데....
12330,유희석
12331,닮아서
12332,'소련이
12333,위험해서
12334,MYUNG
12335,깡패정국이
12336,생각있거나
12337,맨정신으로
12338,15억
12339,있냐???
12340,제조업은
12341,나라지
12342,요세
12343,편한거
12344,인생수준ㅋㅋ
12345,설립되어
12346,듣자~~
12347,넣을꺼
12348,시바라
12349,지금이랑
12350,잠재적
12351,매연
12352,쪽바리앞잡이야
12353,공무원
12354,따짐
12355,상황
12356,현대빨고
12357,왜이리
12358,안전하다
12359,노는거
12360,밥줄
12361,바키
12362,목숨거는게
12363,매우
12364,하잖아요
12365,해주길
12366,탈락한
12367,왜캐많노?
12368,있었고
12369,텃세
12370,결혼하지그러노
12371,걷고
12372,빼버림
12373,낳고보니
12374,1위야
12375,남색
12376,타령하기전에
12377,밟혀뒈져라
12378,달창단임
12379,양반입네
12380,개인대
12381,댄스그룹
12382,관습으로
12383,변하는지
12384,튀기새끼?
12385,가능하네...
12386,안살거면서
12387,무기팔면
12388,털이
12389,이쁜애들은
12390,수입에는
12391,온다고
12392,비참하게
12393,좋아했어!
12394,김지영년들
12395,개역겹네
12396,뭐..
12397,좋다는
12398,아니더라도
12399,사회적으로
12400,싹둑
12401,죠졌누....
12402,식중독
12403,토하고
12404,24평25억에도
12405,요인도
12406,교수
12407,단계는
12408,개좆같은
12409,먹히는세계가
12410,눈앞에
12411,성인콘텐츠라는
12412,말한거임
12413,정도되는
12414,뒤지는거지
12415,탈압박조음ㅋㅋ
12416,한번씩
12417,명제에는
12418,굴러가야한다
12419,일이다
12420,아예
12421,화내는게
12422,소끌고갈때는
12423,마찬가지임.
12424,하려하는데https://www.ilbe.com/view/11174260554박근혜
12425,"김우철,"
12426,상임이사국
12427,수법이다
12428,잘생겼으니
12429,일게이들이
12430,운동안해도
12431,들어있는
12432,코팅장갑
12433,얌체인거고
12434,손때야되는데
12435,심지어
12436,"1,226"
12437,빨아먹는
12438,마무리하고
12439,진지함
12440,죽여놔도
12441,좌빨씹새들하고
12442,refer
12443,뒤틀렸네
12444,좆같네
12445,죽겟노이기...ㅠ
12446,조폭이랬는데
12447,강남물
12448,먼발치에서
12449,같이함
12450,뒤진건
12451,혼자
12452,넘음근데
12453,동성애자라서
12454,순경이하는게아니얌
12455,못하거나
12456,성향을
12457,속인
12458,나라들이
12459,이기기
12460,나라라는
12461,보살이노
12462,내면
12463,마오쩌둥
12464,비례매국당이라고
12465,K2잖아.
12466,글이네요^^
12467,문제네...
12468,마누라를
12469,??????????
12470,ㅅㅂ..
12471,나가야겠다
12472,구민들이
12473,모아놓고
12474,시끄럽고
12475,핵융합
12476,틀많은데
12477,살다보면
12478,이쁘네
12479,채점해준단
12480,불쌍해서...우짜냐
12481,좋겠다^^
12482,뭔소린
12483,애니도
12484,지인을
12485,거기서
12486,식기가없는대어디에밥을주라는거여
12487,포르쉐지
12488,해봐야한다.
12489,sm에서
12490,걸상
12491,일베왔더라
12492,공부에서
12493,매달리면
12494,있는데....
12495,나가다
12496,박사모지
12497,전국으로
12498,ㅋㅋㅋㅋㅋㅋㅋㅋ
12499,사기친거같은것들
12500,품격이
12501,0
12502,떡을
12503,비해서는
12504,주욱
12505,동급수준으로
12506,앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ건지
12507,하지도
12508,시다바리나
12509,큰거사면
12510,스팀가드
12511,출퇴근하는거지.
12512,작으니까
12513,훈련도
12514,신축에
12515,중진공에서
12516,선수들을
12517,짜리
12518,공이라는
12519,손배청구
12520,컴맹은
12521,똑똑똑
12522,많이볼수밖에...
12523,접으면
12524,딸치는곳
12525,들어옴
12526,이글
12527,된다고
12528,하는거다~~
12529,애국보수
12530,ㅋㅋㅋㅋㅋㅎㅎㅎㅋ
12531,돈벌고가는건가?
12532,벌어주냐
12533,누나로
12534,500까진벌어봤다
12535,자지가
12536,안간다.
12537,가만히
12538,잘못했어?
12539,지이이잉~
12540,노가다하면
12541,분수대로
12542,안하는건가
12543,가능한데
12544,썩다리
12545,숨막힌다
12546,똥꿈은
12547,팩폭쳐맞고
12548,못넘지.
12549,말한다는거
12550,왕따
12551,위대해지고
12552,직업을
12553,어휴
12554,주문
12555,양동이에
12556,개인적으론
12557,이건희
12558,열려있음다만
12559,금통을
12560,계정샀냐
12561,직업좀
12562,봅니다
12563,안가는
12564,바꿔먹으면
12565,와우
12566,구라치고앉았노이기야
12567,보다는
12568,지원도
12569,긴장타고
12570,지랄하지.
12571,이얗호응
12572,팔아라아니면
12573,드립력이
12574,가능성
12575,처먹고
12576,우동사리
12577,기능공이
12578,망상충하고
12579,빛을
12580,아들놈
12581,복돌이
12582,한개도
12583,바세린
12584,K1이
12585,강화된거임
12586,얼어죽을
12587,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
12588,정승제
12589,꿀뿌려줌
12590,중국에
12591,자존심
12592,보지년들
12593,가르쳣던
12594,변기통에
12595,뭐라도좀해라
12596,과언
12597,안오나부터
12598,구원교리임
12599,말하는거
12600,못했는데나
12601,안처
12602,7개
12603,잡아도
12604,씨부리던지
12605,있던
12606,지웠다
12607,신고됐으니
12608,뜷리나
12609,헐겁기는
12610,싫으니
12611,귀하고
12612,차분함솎에
12613,디터
12614,학생
12615,순발력
12616,500년은
12617,안물어봤어~
12618,초반에
12619,관장하노
12620,뭘그리
12621,재량권이
12622,잡노
12623,"돼지고기,삼겹살을"
12624,간병?ㅋㅋㅋ
12625,클롭
12626,말함2.
12627,높다
12628,당해야
12629,여자같은
12630,25렙
12631,필요성에
12632,말해주는
12633,변한지
12634,그러는
12635,핵실험
12636,주작글에
12637,몰랏는데근데
12638,재밋음
12639,실제로는
12640,"175인데?""해주면"
12641,끝나는
12642,재단
12643,다른소리한다.ㅋ
12644,핵잠도
12645,친구를보면수준이나온다하던데맞네ㅅㅌㅊ
12646,있었고..(과거
12647,^^아빠회사
12648,독서실
12649,청와대에서
12650,문치매만
12651,정비함
12652,이거지
12653,안타하나
12654,시즌에
12655,특성이
12656,개돼지들
12657,중반
12658,답답하다
12659,재산을
12660,애들을
12661,끼얹어
12662,새기들
12663,카테고리가
12664,결혼하기전에
12665,아
12666,그렇지
12667,자원이
12668,머래
12669,맞잖아?용접이
12670,그동네
12671,엠생새끼
12672,마치
12673,1마리가
12674,상식까지
12675,문돌이였으면
12676,computationalism(계산주의)와
12677,계약직이네
12678,능력없어도
12679,타고남
12680,좌파뽑는애들은
12681,해라!
12682,틀어막은
12683,고1때부터일베했다
12684,화면
12685,서양에서
12686,들으세요.
12687,지룰
12688,개빡치는............
12689,혹여
12690,만주정도
12691,미화시켜주면
12692,개백성들은
12693,떡밥이
12694,되는데그것조차
12695,눈치
12696,싫어하는
12697,나갈까?
12698,폰팔이라고
12699,장소
12700,모를까봐
12701,가족도
12702,판매자일듯
12703,맘충들이
12704,시벌...ㅠ
12705,만들었다.
12706,담부터
12707,나랏일하는거고적당히
12708,이나랄
12709,막는거
12710,퇴직금
12711,좀마나
12712,망치다니
12713,내고
12714,여태껏
12715,했노
12716,안했냐
12717,개웃기네
12718,횡단보도가
12719,to
12720,보급률
12721,구류
12722,성형했네.관심있게
12723,노동
12724,들어오세요~
12725,ㅈㅈㅂ드립
12726,어디서
12727,치였죠.
12728,상위5프로
12729,사용하고
12730,6학년이었군요
12731,제시한겁니다.
12732,해..매력적인
12733,삽자루가
12734,씹김치년
12735,글은
12736,망치는
12737,고기자영업자다저거
12738,돈내놔
12739,파일이름에
12740,50
12741,불법
12742,아버지손에
12743,쓸수있다가
12744,방어자세잡고
12745,삶은
12746,250
12747,뽈아서
12748,실수
12749,혐세의
12750,증축하고?https://m.post.naver.com/viewer/postView.nhn?volumeNo=27068083&memberNo=11919328&vType=VERTICAL
12751,상상도
12752,고기값
12753,애플만
12754,갈아탈지
12755,둔근운동이야
12756,구멍조금
12757,"공부하겠다"""
12758,짜야한다는
12759,원빈은
12760,조
12761,편돌이주제에
12762,존나하는거
12763,20대중반이면
12764,다함^^존나
12765,댓글은
12766,큰일이라고
12767,끌고다니는
12768,양성애자라고함
12769,빙신이지라에
12770,남이다.
12771,거처럼
12772,저지랄을
12773,작아도
12774,마련이고
12775,말조심하며
12776,능지
12777,자금
12778,전기나
12779,좆문대도
12780,"함,"
12781,길에서도
12782,하지ㅋㅋ
12783,갱신등등
12784,븅신들아
12785,모른데?
12786,따뜻한사람~~~~~~
12787,저출산이
12788,찾아보면
12789,코드에맞는사람인지
12790,국민이
12791,종사자들이
12792,가혹하고
12793,알려주셈
12794,두부는
12795,치명적인
12796,안하더라.
12797,줄줄이
12798,병원파서
12799,커져서
12800,이명박과
12801,비아x라...
12802,내려줘라
12803,안한다고
12804,기소권
12805,뺏긴거임
12806,위에꺼
12807,수개표해라
12808,종교더라
12809,복지제도가
12810,슈퍼스타였지..
12811,상한가
12812,아니라고
12813,더럽노
12814,이국
12815,탔던
12816,"실바,"
12817,하나가
12818,만세!!!
12819,무섭다시리즈
12820,답변
12821,안빠짐
12822,받는지
12823,부분인가..진짜
12824,업무지시를
12825,한강먹고
12826,중세시대였다~그리고
12827,첨부터
12828,그러는거
12829,시비걸거
12830,한무당질하지마라
12831,아시아의
12832,지들끼리는
12833,즐기다
12834,던지듯
12835,개병신같은
12836,밥벌이
12837,3개국으로쪼개짐
12838,이런데
12839,전이라
12840,좋아하던데
12841,주행느낌은
12842,이기얌.
12843,최악이구
12844,혼란
12845,볼거다
12846,개기는거
12847,일단은
12848,2월
12849,정리
12850,광고가...
12851,느껴지네요.
12852,울산게이ㅎㅇㅋㅋㅋ
12853,입어도
12854,근데
12855,성인끼리
12856,빨갱이새낀데...
12857,일사분리로
12858,맹해보이고
12859,찍는거
12860,페북관리하는
12861,들어가야된다
12862,둘은
12863,발언창녀는
12864,미국사람
12865,보지도
12866,서른살초반
12867,호랑이
12868,이해할
12869,어느부분이????나역시
12870,없어짐
12871,대구출신이면
12872,초대총재
12873,몇명뽑으면
12874,사형시켜야함.
12875,극단적
12876,스타일ㅋㅋㅋㅋ
12877,+9강멘탈
12878,(소련
12879,상황이며아직
12880,고종이면
12881,유명한
12882,칼빵
12883,ㄷㄷㄷㄷㄷ
12884,착한홍어
12885,신비
12886,자지를
12887,취급해야함그리고
12888,에미에비가
12889,안했던건
12890,시킨다고
12891,안쳐맞더니
12892,감동
12893,)그만큼
12894,들어감물론
12895,놀아나서
12896,좋아하는거
12897,늦어야
12898,이러던데
12899,공무원들
12900,슬레이어]
12901,김제동이
12902,공주지위
12903,봐야지
12904,재떨이
12905,세상임
12906,맘에
12907,노이건
12908,비싸던데
12909,앞차가
12910,성공했겠지
12911,첼시정도..
12912,다니면
12913,상황이어도
12914,된것
12915,튄놈도
12916,표현하는지..어릴
12917,손때야되는일에는
12918,게시판은
12919,빡치게
12920,따뜻한데..?
12921,그때까지만해도
12922,ㅋㅋㅋㅋ개지랄하고있네
12923,저정도는
12924,시트에
12925,죄다
12926,흐리면
12927,나폴리
12928,이불킥거리를
12929,잘나감.
12930,잘났으면
12931,괴성지르면서
12932,한거였다고
12933,흥.
12934,좆냥이주인쉑덜왜
12935,싸이언
12936,Just
12937,별이
12938,있음?
12939,위치를
12940,나와
12941,마스크쓰면
12942,부러워보이는거지
12943,자국민이
12944,된다던가
12945,성격에
12946,갖고태어난거
12947,말이나
12948,많더라.
12949,예구나
12950,생각이지만입밖으로
12951,수능보러감
12952,재학생이
12953,병원들이
12954,탄핵주동자도
12955,벽면에
12956,어떤진모르겠지만
12957,유산균만
12958,완전
12959,시켜봤는데
12960,감주
12961,내려서
12962,수사
12963,되자!
12964,클론임
12965,소방점검이
12966,빼앗아버림
12967,꼴릴것같다.
12968,몰려
12969,되고제발
12970,감
12971,일베뭐가
12972,같은데ㅋㅋㅋㅋㅋ
12973,낮음.아직
12974,촌구석
12975,사회에
12976,오락실
12977,종교
12978,국밥집
12979,일1베에서
12980,의대생은
12981,먼저냐
12982,폭도
12983,나고그리
12984,하겠지.
12985,처단하라
12986,운좋았음
12987,자세히
12988,투표로
12989,잘생긴편인데
12990,장사질
12991,사업
12992,하는게
12993,중임.
12994,쳐맞아서
12995,그렇죠
12996,되지.
12997,조선소나
12998,글삭하지마라
12999,머해먹고
13000,생전엔
13001,무너져서
13002,집착을하더라
13003,(돈
13004,판단해야지.
13005,"휴게소,"
13006,아이린도
13007,스시남이더만
13008,했다는것만으로조선인
13009,강제이주시켯고
13010,이런걸널리좀
13011,한걸로
13012,지지고
13013,문제아님?
13014,문화
13015,나가서
13016,인상이
13017,따라들어가마ㅓㄴ끝
13018,마음이
13019,다리기술이
13020,소리하지말고
13021,출산이
13022,소리야
13023,텃세가
13024,항구적
13025,손바각으로
13026,나옴)
13027,삼보일배
13028,저럼
13029,강하더라
13030,씹새끼다
13031,뭐하는거야?
13032,빈자리에
13033,동급이면서
13034,이기는
13035,펨코에서보네
13036,민도가
13037,남에게
13038,여자한테
13039,스밍
13040,지은
13041,좋음
13042,확산되었다.
13043,생김..애새끼가
13044,아따
13045,선택지를
13046,먹으니
13047,있겠냐
13048,짭퉁
13049,와세다
13050,다시핀다
13051,없음
13052,벌라???
13053,성님
13054,보수
13055,그렇겟지만.
13056,꺼져
13057,유행만
13058,주식에
13059,짜식..
13060,여기는
13061,틀딱들
13062,정상이
13063,답이지
13064,독한
13065,사무라이
13066,러시아는
13067,말에서
13068,길
13069,떠벌림.
13070,했는데...ㄷㄷㄷ
13071,되는데
13072,뉴스공장2위
13073,간주하고
13074,극혐해서
13075,이해못하는
13076,죽는건
13077,우리나라보다
13078,전에는
13079,멋지다
13080,선택해서
13081,끄덕여집니다.
13082,회색
13083,자영업자니?
13084,맨
13085,아키호는
13086,터지니
13087,그거슨
13088,운운.
13089,떡도치겠지?
13090,자료냐?
13091,못잡아
13092,내년엔
13093,누군가에는
13094,하자면
13095,씨발꺼
13096,S.A
13097,주로
13098,넣어볼까
13099,아니냐?
13100,기반이라서
13101,좋았음
13102,피해의식있냐?ㅋㅋ
13103,3월
13104,단골멘트인데
13105,마인크래프트로
13106,석자
13107,악마들
13108,자기들
13109,않음?
13110,좋을것
13111,경찰대
13112,버텨라이기야...그래봐야
13113,개노답
13114,불타느척
13115,좋을땐데
13116,아니다
13117,이번에
13118,이지영
13119,영원히
13120,일찍
13121,좀심한거아닌가수시합격하고
13122,조센진들
13123,조디만
13124,하...저병신년
13125,국민들이
13126,것들에
13127,인간쓰레기지.
13128,존나멀었어
13129,방어하기위한
13130,입시
13131,만든것처럼
13132,내지는
13133,구치소가서
13134,죽어야함
13135,바뀐거지.
13136,길거리
13137,20대놈이
13138,요점
13139,불안한갑다
13140,친중하면
13141,개좆흥
13142,나오니까
13143,싫음
13144,너무하노
13145,1~2등급까지
13146,김무성은
13147,일베하는거
13148,모르겠네
13149,걸린거임
13150,키워야하는게
13151,왈가불가
13152,아끼던
13153,뜯어서
13154,노가다!
13155,프라이드도
13156,확률일듯..
13157,말하지않았나.폰
13158,역사가
13159,친한
13160,dna를
13161,입안으로
13162,거임
13163,돌이킬수없는
13164,트라우마
13165,동창이
13166,서울은
13167,이언주는
13168,안정권이가
13169,"패고,"
13170,했잖아이재명
13171,6시간
13172,명에
13173,아이러니
13174,제너럴
13175,웃음하고
13176,있는사이버
13177,적분정도는
13178,장기에서
13179,겸
13180,안한셈..아마
13181,기술직이라착각하는
13182,잠실은
13183,빨간약
13184,댓글만
13185,저리
13186,상식을
13187,보고
13188,재활은
13189,나온다
13190,편피노
13191,골반은
13192,씨발
13193,찬양하기
13194,수영해서가는데
13195,배워라~
13196,(노리마키)
13197,부러우라고
13198,몇번이나
13199,지켜준다.
13200,좆같으면
13201,구다사이
13202,앵벌이
13203,1년가까이
13204,구청-시청
13205,배우나
13206,사원
13207,위험해
13208,하나하나
13209,행복회로
13210,구경이라도
13211,100억도
13212,이거다
13213,보냐?
13214,틀짝
13215,채권추심이
13216,세금을
13217,악성
13218,스티브유
13219,기본
13220,보호하는
13221,이게정확한진단이지
13222,잘먹겠다.
13223,돈쉽게
13224,하면...항상
13225,장악할거임
13226,기사나오는판에
13227,가자용
13228,콩깍지가
13229,예수님도
13230,남자로써이러는건
13231,대통령때
13232,꽂고
13233,이갈로>까꿍이
13234,어슬렁
13235,아찔한
13236,성능만
13237,힘들지않을까했는데
13238,소리..주식회사예수...특수사업체라
13239,화장실
13240,두개
13241,ㅋ빤스충
13242,술취했을때
13243,인간들이나
13244,쓰지
13245,사법부가썩었다~!!!이거
13246,세포들이
13247,같은애가
13248,기다린다
13249,헤롱대는거
13250,사정
13251,아니다...여기
13252,처맞는애들대부분이
13253,중증환자데
13254,안귀여울꺼
13255,업계포상이노?
13256,+반스
13257,글올리지마라
13258,안감?
13259,강간당하고
13260,파란마스크
13261,접수후
13262,안죽었어도
13263,뽑아낸
13264,바위산이야.얼른
13265,어쩔
13266,하는데...
13267,점수
13268,꽤있었는데
13269,분이라
13270,'쾈'
13271,공중파에도
13272,qled최저등급이랑
13273,국경차단이
13274,외쳐야지~
13275,in
13276,나라다운
13277,충분하다는거
13278,전교조
13279,클럽가지
13280,애들이라
13281,되지말고
13282,브리핑하며
13283,안망하는거
13284,오랫만에
13285,자체일
13286,사이토카인
13287,남자들피해로
13288,등치에
13289,헷갈립니다.
13290,비례한다
13291,모르거든.
13292,에미
13293,전부가
13294,봄.
13295,인장강도가
13296,되는데그냥
13297,아가리는
13298,사전투표
13299,승인하거임.밑에
13300,사진찍으러가면
13301,응디시티
13302,구별하기
13303,불만
13304,줄고
13305,병신들이
13306,나라지만
13307,빠는거보고
13308,샤부샤부
13309,만든다고?...
13310,일본한테
13311,내쫒고
13312,먹고안먹고
13313,상관없는
13314,주제
13315,시기가
13316,머엉
13317,길어지니까
13318,없을듯
13319,순찰시
13320,/
13321,사시는분
13322,이시이
13323,방에서
13324,장착에
13325,될꺼다.
13326,.힘들게
13327,있으나
13328,듣는거
13329,정보처리기사
13330,블박
13331,잘가르치면
13332,선고하는
13333,그나마다행
13334,않을걸
13335,여론조성은
13336,은행이
13337,목표는
13338,(바베크)
13339,쓰레기젤을
13340,사기업보다
13341,반대가
13342,말씀하신
13343,절라도식
13344,작을수록
13345,논다는건
13346,잡
13347,연예인들
13348,뛰어넘은게그게
13349,놈들입니다
13350,저런거
13351,한자까지
13352,업로드
13353,무장해제...
13354,공부
13355,파티는
13356,만든데
13357,경기가
13358,ㄱㄴ
13359,줘패고
13360,구미
13361,다녀야겠노
13362,당하는거구나
13363,불가
13364,장묘시설내에서
13365,홍고나왔냐
13366,줄서면서
13367,재방
13368,엄청나게
13369,시작해
13370,데이터로
13371,일베손모양
13372,인간은아니다아주
13373,않았을
13374,걷어서
13375,바꿨네
13376,먹었는데
13377,병신같다
13378,없어지면
13379,애미씹창년새끼
13380,신상공개를
13381,아무렇지않을
13382,받을
13383,모으고
13384,벌텐데꼴랑
13385,시체를
13386,병신새끼야.
13387,몰라주는
13388,적었는데
13389,'한'많은
13390,취직
13391,제출
13392,이라면서
13393,밤인지
13394,옷잘입는거아니면
13395,김치녀들
13396,촛불의
13397,백마나
13398,염병하는
13399,병신아
13400,없음결정적으로
13401,..진짜
13402,섹스러운
13403,0렙이라
13404,수치같은거
13405,평가
13406,비슷하잖아
13407,ㄹㅇ좃도
13408,"""최근에"""
13409,하브
13410,버린데
13411,놈은
13412,독점하는거
13413,눈탱이야
13414,큰티비를
13415,부부교사
13416,편하니
13417,두고서
13418,천재들이
13419,한박스
13420,2-3억씩
13421,읽어보시면
13422,몸매
13423,우기는건
13424,받아들일지
13425,질투를하냐
13426,거의안나옴
13427,수능공부는
13428,찾아봐라사람이
13429,닿는
13430,'점수'만
13431,생겻어요.
13432,불법놈이랑
13433,청산가리등
13434,새끼들
13435,산업시설은
13436,뺏기고
13437,8000~10000달러
13438,하응하응
13439,심보아닌가?
13440,택시는
13441,ㅋㅋㅋㅋ좆미개한
13442,이새키는
13443,없는데..관련법
13444,죽여버려야지
13445,방독면
13446,운이
13447,잘살았다는
13448,안바꿔줘
13449,해커들도
13450,컬렉숀...
13451,떡상하냐?
13452,주인오면
13453,합방까지
13454,새끼인데
13455,투표장
13456,특출난
13457,가서
13458,꿀빨아야함
13459,일했는데
13460,설득하려고하지마라
13461,심각하네
13462,혼내줬내
13463,표정이
13464,소오름.
13465,심하게하는때에죄질이
13466,mbc심각하네
13467,아재한테
13468,부를수
13469,뭐...
13470,그들이
13471,개소리라서
13472,인원도
13473,못
13474,터널
13475,그럴
13476,씹오진다
13477,영향
13478,기득권은
13479,초토화
13480,들어와라.
13481,청소
13482,폰
13483,폄하하는
13484,이런사람이
13485,ㅋㅋㅋㅋ전직
13486,정신승리중
13487,둘이서잇으면
13488,결혼하기vs아다
13489,센징
13490,항공은
13491,꾸준한
13492,뚝배기
13493,보내는
13494,에라이시키
13495,'실력'이다.
13496,글로벌
13497,여자쌤이
13498,원룸
13499,한말
13500,홍어새끼야
13501,힘들어하는게
13502,반항할수없는
13503,소시오패스
13504,ㅅㅂ련아
13505,통계보니
13506,돌아가
13507,자메이카
13508,에서도
13509,야스오는
13510,발음이라도
13511,티비
13512,말하는
13513,많거든.
13514,아니고
13515,바에서
13516,가지가지하네여
13517,전에
13518,때까지
13519,옴
13520,클론임슬랙스
13521,PC보급률이
13522,젓가락질과
13523,가량
13524,이거임
13525,악수를
13526,알지
13527,심리학자체도
13528,ㅋㅋ갔더니
13529,지적하니
13530,쯧
13531,메스컴나와
13532,정상세포까지
13533,용접사였는데
13534,리먼브라더스
13535,외피만
13536,명의준다고
13537,다른용접은
13538,쳐하노
13539,사기꾼일수도
13540,전에은
13541,추락만
13542,등신새끼
13543,걱정하지마저
13544,헬알못
13545,그저
13546,갈때마다
13547,"문한테,국민의당"
13548,마니야
13549,홍콩가면
13550,다리
13551,'공부'에
13552,어쩌고
13553,고상하다는
13554,오줌싸고
13555,좀먹는것들이네
13556,그런거냐?그럼
13557,올리고
13558,계속해~~~~
13559,관심사와
13560,끄짝이지
13561,막힘
13562,나오는거지
13563,소나타도
13564,줄어드는거
13565,뒤에
13566,의대교수님들이
13567,한거야
13568,생각하면서
13569,찍었어
13570,사귀고
13571,이였음
13572,설명을
13573,나갈
13574,연봉만
13575,산성비가
